start,uniqueID,text
163,ep122,We're such a small family.
164,ep122,I think it will be fine for us in this moment.
165,ep122,It does have the standing shower that I wanted.
166,ep122,The phone booth standing shower?
167,ep122,The phone booth standing shower.
168,ep122,And you do have a tub upstairs.
169,ep122,You come out...
170,ep122,Yes. come out dressed as Wonder Woman?
171,ep122,I don't know.
172,ep122,This is...
173,ep122,This is...
174,ep122,"This is too, too tight for me."
175,ep122,This is nice.
176,ep122,Yeah. big.
177,ep122,It feels just so tight with the low ceiling.
178,ep122,"What if this whole wall was gone, okay?"
179,ep122,And then this just became a complete primary downstairs.
180,ep122,It's a lot of work but this...
181,ep122,"-We already at $499,900."
182,ep122,-Yeah. you have to consider that this is not the home we are going live in forever.
183,ep122,"This is just a place for us to start our family, and then we can move out of here and then potentially rent the property."
184,ep122,Thank you.
185,ep122,Yes. always moving.
186,ep122,I know.
187,ep122,But think about what this could do for your portfolio.
188,ep122,The investment opportunity in this particular property is really high.
189,ep122,You're never gonna depreciate.
190,ep122,This is always gonna be a hub for young people that wanna be close to the city.
191,ep122,So this is a very good buy.
192,ep122,Still 40 minutes away from my parents.
193,ep122,"That's true, but it's convenient for me."
194,ep122,Jared's gonna have to understand that his parents might not be our only babysitter.
195,ep122,I don't know.
196,ep122,I just don't see the value.
197,ep122,I definitely...
198,ep122,We need to see a single family.
199,ep122,"So their agent's lined up a single family home Jared wants, but the location might be an issue for Kristen."
200,ep122,It's so far away from DC.
201,ep122,[upbeat music playing]
202,ep122,I'm just super stressed out.
203,ep122,I haven't had time to even like do Lamaze classes.
204,ep122,"Adding to the stress, Kristen and Jared want to buy before the baby arrives, but she wants the convenience and action of the city while he's ready to settle down in the burbs."
205,ep122,It's so far away from DC.
206,ep122,"I understand the location isn't ideal, but the price is $479,900."
207,ep122,I think it's worth taking a shot.
208,ep122,[upbeat music playing]
209,ep122,Hello. Lauren.
210,ep122,Thank you for meeting me.
211,ep122,How do you guys like the neighborhood?
212,ep122,I'm loving the neighborhood.
213,ep122,I'm loving the house.
214,ep122,Nice traditional.
215,ep122,"It's a nice home, but it just makes me feel like we're too old to be living out here."
216,ep122,-Oh. are getting old.
217,ep122,"-Yeah, but we're not old."
218,ep122,Mmm-hmm. I love it.
219,ep122,The house that I'm showing them today is definitely for Jared.
220,ep122,But you just don't know.
221,ep122,"I figured that if Kristen came in here, she might like it."
222,ep122,-And the price is phenomenal.
223,ep122,Okay. right.
224,ep122,Decent sized foyer.
225,ep122,Yeah. we already...
226,ep122,We do have real hardwood floors.
227,ep122,I do like that.
228,ep122,Yeah. we have a nice sitting room over here.
229,ep122,It actually could be pretty much anything you wanted.
230,ep122,So what would we do with this room?
231,ep122,Maybe this could be my office or...
232,ep122,No. would be the sitting room.
233,ep122,"Like, you know, the room that no one touches."
234,ep122,That you just kind of looks pretty.
235,ep122,Classic staging and furniture.
236,ep122,-You got it.
237,ep122,You got it.
238,ep122,Yeah. can have one of those.
239,ep122,Kitchen's not bad.
240,ep122,Kitchen's pretty updated.
241,ep122,A few positives.
242,ep122,We have white cabinetry.
243,ep122,We have stainless steel appliances.
244,ep122,Did you notice the ceiling?
245,ep122,This adds quite a bit of character.
246,ep122,I think it's a pretty dated -feeling actually.
247,ep122,I love this house.
248,ep122,It had a somewhat updated kitchen.
249,ep122,And the price is great.
250,ep122,And we can put all of the updates that she likes.
251,ep122,It does lead us into a really nice great room.
252,ep122,Okay. have a fireplace.
253,ep122,Okay. okay.
254,ep122,-I do like the fireplace.
255,ep122,Nice. this is almost...
256,ep122,"Although, I don't like this exposed brick here."
257,ep122,I would definitely need to paint this.
258,ep122,I think we dress it up with the TV.
259,ep122,-This place feels super '80s.
260,ep122,I agree.
261,ep122,"But think about this, easy fixes, fresh coat of white paint, hardwoods on this floor, and then it would feel like new construction if you think about it."
262,ep122,"I feel like it should just stay in the '80s and let somebody else be the ones to do the fixing up on this house, 'cause that's not what I'm trying to do."
263,ep122,That's not my goal.
264,ep122,"-You know, I do like this."
265,ep122,-Right? screened porch.
266,ep122,"Well, let's go see this backyard you've been wanting so badly."
267,ep122,A little '70s tapestry.
268,ep122,I don't like how it has this like funky hill.
269,ep122,The topography of this lot is very sloped.
270,ep122,"But if you did steps up, there is a flat surface, so space to play with Jalen."
271,ep122,-See? sees it.
272,ep122,"I think the fence in the yard, we could work with with a configuration."
273,ep122,"It's a bit awkward, but it brought me back to all the warm and fuzzy thoughts I have from my childhood."
274,ep122,I think she nailed it.
275,ep122,This is the primary bedroom?
276,ep122,Yup. entry.
277,ep122,You've got two doors.
278,ep122,Very big and open.
279,ep122,Yeah. love that entry.
280,ep122,But I really can't get past this carpet.
281,ep122,You can install hardwood and make it all the same color.
282,ep122,Really modern and elevated.
283,ep122,So then we do have a bathroom connected into the suite.
284,ep122,This is...
285,ep122,This is pretty nice.
286,ep122,I don't like the vanity.
287,ep122,And this tub-shower combination.
288,ep122,"At least, it's a combination."
289,ep122,But I wanted a separate shower and tub.
290,ep122,Oh. do feel that this house had all of Kristen's wants.
291,ep122,"I understand there may be a hang-up on the location, but other than that, plenty of space, it got all the rooms we want."
292,ep122,That's huge for us going forward.
293,ep122,This could be a nice child room.
294,ep122,Can't you see the children growing up in a house like this?
295,ep122,"This house is way, way out."
296,ep122,Far away from civilization as far as I'm concerned.
297,ep122,"Oh, come on."
298,ep122,Jared and I both have two different visions of what we think is a family home.
299,ep122,"I think that the family makes the home, not the home itself."
300,ep122,So I think that wherever we settle down is that's what we make it.
301,ep122,Okay. of space down here.
302,ep122,"Yes. I mean, I just still see a lot of projects down here."
303,ep122,Oh. you know what?
304,ep122,This will be more like up your alley in my opinion.
305,ep122,The amenities in this neighborhood are phenomenal.
306,ep122,"So the HOA, it's $133 a month."
307,ep122,You have a golf course.
308,ep122,You have pools.
309,ep122,You have marina access.
310,ep122,"-Oh, wow."
311,ep122,-You even have horse stables.
312,ep122,"So if you guys ever wanted to get a horse, you can put your horse there."
313,ep122,-Wow. a lot.
314,ep122,-Wow. impressive.
315,ep122,Yeah. definitely was surprised at the amount of amenities that come with this house.
316,ep122,"Definitely stables for horses, that was the furthest thing from my mind."
317,ep122,So definitely shocking.
318,ep122,I like some of the features that the house has and I like the number of bedrooms.
319,ep122,"My biggest issue, honestly, is just location."
320,ep122,The house though was gorgeous.
321,ep122,The house just takes a little bit of updating to make it a little bit more modern.
322,ep122,And I think we have a place that we can live for 10 to 15 years.
323,ep122,So I think we need to consider it.
324,ep122,So the next place has a little more of what they both want.
325,ep122,A suburb and a little closer to the city with the modern finishes she wants.
326,ep122,But of course...
327,ep122,"It's $575,000 and honestly much too expensive."
328,ep122,[upbeat music playing]
329,ep122,Third trimester's definitely hitting a little different than the others.
330,ep122,"With time running out, Kristen and Jared really have to decide on a home."
331,ep122,"They're out in the suburbs again, but this house is a little closer to Washington DC."
332,ep122,"Plus, it's brand-new construction."
333,ep122,Perfect for Kristen.
334,ep122,"It's $575,000."
335,ep122,"And, honestly, much too expensive, even though I did talk to my parents this morning and they're pretty pumped that we're looking at somewhere kind of closer to where they live."
336,ep122,"Oh, I'm sure they are."
337,ep122,"I mean, it's way farther from DC than I would like."
338,ep122,It looked modern from the listing.
339,ep122,That's the part that I like.
340,ep122,And obviously it's a townhome.
341,ep122,[upbeat music playing]
342,ep122,This is so cute.
343,ep122,I like this.
344,ep122,I think we might have a view of the Potomac River over there.
345,ep122,We also have a view about 10 to 15 neighbors.
346,ep122,The houses are on top of each other here.
347,ep122,"I mean, we can..."
348,ep122,we can deal with that.
349,ep122,They have very different ideas of what they want in a house.
350,ep122,"So it has been a little challenging, but I feel like this was a good compromise for them both."
351,ep122,It's a beautiful interior.
352,ep122,It's elevated.
353,ep122,It's in a phenomenal neighborhood and a great location.
354,ep122,"-Oh, wow."
355,ep122,-Okay. entrance is much more grand than you would have think from the outside.
356,ep122,-I kind of like it.
357,ep122,Yeah. is perfect.
358,ep122,I love this.
359,ep122,Okay. then let's make our way around this corner.
360,ep122,There's a really great guest bedroom.
361,ep122,I love this room.
362,ep122,And I love how it's like really open air.
363,ep122,Lots of windows.
364,ep122,Lots of windows.
365,ep122,Backs up to our neighbors.
366,ep122,"Yes, it does."
367,ep122,This is nice.
368,ep122,We were driving in.
369,ep122,Mmm-hmm. did see a gold course.
370,ep122,So there is a gold course within this community.
371,ep122,You're gonna get a pool.
372,ep122,"You're gonna get a gym, hiking trails, tot lots."
373,ep122,"But also within the next few years, there's gonna restaurants and shops too."
374,ep122,See? speaking my language.
375,ep122,These are exactly the amenities that I want.
376,ep122,You get so much for your money.
377,ep122,"Out in the suburbs, you're gonna get more space, more square footage, because closer to DC, you really just..."
378,ep122,You don't get much property.
379,ep122,"Oh, my goodness."
380,ep122,Look at this white pristine kitchen.
381,ep122,-Wow. white.
382,ep122,Prep space for days.
383,ep122,Natural light.
